source,text,created_at
Twitter for Android,Why can't the leaders of the Republican Party see that I am bringing in new voters by the millions-we are creating a larger stronger party!,03-02-2016 21:50:30
Twitter for iPhone,My wife @MELANIATRUMP will be #OnTheRecord w/ @greta tonight at 7pmE on @FoxNews. Enjoy! https://t.co/yxrRkJJSGG https://t.co/Trv1hj9hRI,03-02-2016 19:54:30
Twitter for Android,"@KinnardJan: @Itsjoeco @realDonaldTrump I took Trump University class and saved my home!",03-02-2016 18:48:33
Twitter for Android,Marco Rubio lost big last night. I even beat him in Virginia where he spent so much time and money. Now his bosses are desperate and angry!,03-02-2016 18:18:37
Twitter for Android,Why would anyone in Florida vote for lightweight Senator Marco Rubio. Check out his credit card scam his house sale &amp; his no show voting!,03-02-2016 18:11:23
Twitter for Android,The special interests and people who control our politicians (puppets) are spending $25 million on misleading and fraudulent T.V. ads on me.,03-02-2016 17:53:38
Twitter for Android,"@JoeNBC: FOX calls Virginia for Trump. If it holds it's a big win for Trump and a big setback for Rubio who needed to win the state.,03-02-2016 12:25:10
Twitter for Android,"@JoeNBC: Marco Rubio just criticized Ted Cruz for underperforming tonight. Wow. #SuperTuesday",03-02-2016 12:23:13
Twitter for Android,"@NorahODonnell: Looks like Rubio won't get any delegates from TX or AL because he didn't meet 20% threshold.",03-02-2016 12:23:02
Twitter for Android,"@mikiebarb: "A nearly impossible path to the GOP nomination" for Rubio says @apalmerdc: https://t.co/zCTpSAjPvc …",03-02-2016 12:22:39
Twitter for Android,"@danpfeiffer: For the record most Democrats would much rather face Cruz than Trump"  So true!,03-02-2016 12:16:08
Twitter for iPhone,Thank you Vermont! #Trump2016#SuperTuesday,03-02-2016 05:06:00
Twitter for iPhone,Thank you Arkansas! #Trump2016#SuperTuesday,03-02-2016 04:05:52
Twitter for iPhone,Thank you Virginia! #Trump2016#SuperTuesday,03-02-2016 01:49:51
Twitter for iPhone,Thank you Alabama! #Trump2016#SuperTuesday,03-02-2016 01:02:19
Twitter for iPhone,Thank you Tennessee! #Trump2016#SuperTuesday,03-02-2016 01:02:09
Twitter for iPhone,Thank you Massachusetts! #Trump2016 #SuperTuesday,03-02-2016 01:01:49
Twitter for iPhone,Thank you Georgia!#SuperTuesday #Trump2016,03-02-2016 00:01:21
Twitter for iPhone,Wow! Thank you Louisville Kentucky! #VoteTrump on 3/5/2016! Lets #MakeAmericaGreatAgain!https://t.co/frO6s3NKpp https://t.co/xFwWRrro3l,03-01-2016 22:18:29
Twitter for iPhone,Lets go America! Get out &amp; #VoteTrump! #Trump2016#MakeAmericaGreatAgain!#SuperTuesday https://t.co/w0eAglHeh8 https://t.co/rGanPzZHmS,03-01-2016 20:43:24
Twitter for iPhone,MAKE AMERICA GREAT AGAIN!,03-01-2016 19:52:30
Twitter for iPhone,Thank you Columbus Ohio! https://t.co/D0tok8j6jj,03-01-2016 19:34:01
Twitter for iPhone,The people of South Carolina are embarrassed by Nikki Haley!,03-01-2016 19:33:20
Twitter for Android,Got the endorsement of Brian France and @NASCAR yesterday in Georgia. Also many of the sports great drivers. Thank you Nascar and Georgia!,03-01-2016 11:15:32
Twitter for iPhone,Thank you Georgia! 15000 amazing supporters tonight! Everyone get out &amp; #VoteTrump tomorrow! #SuperTuesday https://t.co/jNA5YON6hA,03-01-2016 01:43:56
Twitter for iPhone,Great news- Former Mayor of Dallas Tom Leppert has just endorsed me! Thank you! Tomorrow is a big day- VOTE! #VoteTrump #SuperTuesday,03-01-2016 01:40:13
Twitter for iPhone,Thank you Brian France Bill Elliott @chaseelliott @DavidRagan &amp; @RyanJNewman! #NASCAR #Trump2016 #VoteTrumphttps://t.co/6UDcvm1GB2,03-01-2016 00:39:29
Twitter for iPhone,Phony Rubio commercial. I could have settled but won't out of principle! See student surveys. https://t.co/KKHiBH554d,02-29-2016 22:59:29
Twitter for iPhone,Trump University has a 98% approval rating. I could have settled but won't out of principle!,02-29-2016 22:48:15
Twitter for iPhone,Thank you Virginia! 15000 amazing supporters! Everyone get out and #VoteTrump tomorrow! https://t.co/Zg0OhOdtkV,02-29-2016 19:46:58
Twitter for iPhone,My wife @MELANIATRUMP will be joining @andersoncooper @AC360 tonight at 8pmE on @CNN. Enjoy! https://t.co/aTIXHgK32N,02-29-2016 18:57:13
Twitter for iPhone,Governor Alejandro García Padilla said presidential hopeful Sen. Marco Rubio “is no friend of Puerto Rico." https://t.co/I6mhYnAcZ3,02-29-2016 16:29:11
Twitter for iPhone,#Trump2016 #TrumpInstagram: https://t.co/tzHtny48nQ https://t.co/BpKZcISeKi,02-29-2016 16:16:27
Twitter for iPhone,I am self funding my campaign and only work for YOU the American people!#Trump2016 Video: https://t.co/8hDC0YUobe https://t.co/o0EB479uEF,02-29-2016 15:49:03
Twitter for iPhone,"Hillary could lose to Trump in Democratic New York"#MakeAmericaGreatAgain #Trump2016https://t.co/fQR48CVIbt,02-29-2016 15:17:37
Twitter for iPhone,Join me in Columbus Ohio tomorrow!#MakeAmericaGreatAgain #Trump2016https://t.co/yFhZd55GD9,02-29-2016 14:28:43
Twitter for iPhone,Thank you America! Get out &amp; VOTE tomorrow! #Trump2016 #MakeAmericaGreatAgain https://t.co/ypLELkprpu https://t.co/XKU8R5b8Lo,02-29-2016 12:43:13
Twitter for Android,My sons Don and Eric are on @foxandfriends now 7:35. Great kids enjoy!,02-29-2016 12:36:08
Twitter for iPhone,Thank you @SenatorSessions!#MakeAmericaGreatAgain #Trump2016https://t.co/Szs0QF88HR https://t.co/UL6t60TTjP,02-29-2016 01:09:46
Twitter for iPhone,THANK YOU ALABAMA! 32000 supporters tonight. Get out &amp; VOTE on Tuesday! WE WILL MAKE AMERICA GREAT AGAIN! https://t.co/rOkldN7dat,02-29-2016 00:25:14
Twitter for iPhone,Our law enforcement officers deserve our appreciation for the incredible job they do. Video: https://t.co/c4WjtoGpKT https://t.co/Z0XnapOu84,02-28-2016 22:02:55
Twitter for iPhone,I will be making a big surprise announcement to the massive crowd assembled in Huntsville/Madison Alabama! Landing now! #Trump2016,02-28-2016 21:56:49
Twitter for iPhone,Phylis Schlafly: 'Marco Rubio Betrayed Us All' https://t.co/nmXmLDQuaa,02-28-2016 19:32:27
Twitter for iPhone,Little Marco Rubio treated America's ICE officers "like absolute trash" in order to pass Obama's amnesty. https://t.co/gm2wurLjFz,02-28-2016 19:19:11
Twitter for iPhone,Little Marco Rubio gave amnesty to criminal aliens guilty of "sex offenses." DISGRACE! https://t.co/mZwpynzsLb,02-28-2016 19:06:17
Twitter for iPhone,Little Marco Rubio is just another Washington D.C. politician that is all talk and no action. #RobotRubio https://t.co/HJWJeoZn4o,02-28-2016 18:45:35
Twitter for Android,"@EmaGabi23: Rubio was kicking back on his $80k boat he bought with lobbyist money and claimed it was from book sale profit lol",02-28-2016 17:57:36
Twitter for Android,Lightweight Senator Marco Rubio is polling very poorly in Florida. The people can't stand him for missing so many votes - poor work ethic!,02-28-2016 17:53:29
Twitter for iPhone,Little Marco Rubio the lightweight no show Senator from Florida is just another Washington politician. https://t.co/NsLrHrqjdx,02-28-2016 17:50:23
Twitter for Android,Mitt Romney didn't show his tax return until SEPTEMBER 21 2012 and then only after being humiliated by Harry R! A bad messenger for estab!,02-28-2016 17:47:56
Twitter for iPhone,As I stated at the press conference on Friday regarding David Duke- I disavow. https://t.co/OIXFKPUlz2,02-28-2016 17:35:29
Twitter for Android,Why would the people of Texas support Ted Cruz when he has accomplished absolutely nothing for them. He is another all talk no action pol!,02-28-2016 16:47:13
Twitter for iPhone,#MakeAmericaGreatAgain #Trump2016 https://t.co/yFhZd55GD9,02-28-2016 16:12:36
Twitter for Android,Little Marco Rubio the lightweight no show Senator from Florida is set to be the "puppet" of the special interest Koch brothers. WATCH!,02-28-2016 16:07:48
Twitter for Android,Making a big speech in Alabama today. So many people we had to move to a football stadium! Come and join us!,02-28-2016 12:58:01
Twitter for Android,I am the only Republican who will get large numbers of Dems and Indies (crossover). I will also get states that no other Republican can get.,02-28-2016 12:43:28
Twitter for Android,While Hillary and I both won South Carolina by big margins Repubs got far more votes with a massive increase from past cycles.GROWING PARTY,02-28-2016 12:20:19
Twitter for Android,The Republican Establishment has been pushing for lightweight Senator Marco Rubio to say anything to "hit" Trump.I signed the pledge-careful,02-28-2016 12:10:36
Twitter for Android,While I hear the Koch brothers are in big financial trouble (oil) word is they have chosen little Marco Rubio the lightweight from Florida,02-28-2016 11:28:47
Twitter for Android,"@CharlesHodgson1:  A lot more water after this bombshell Rubio. You are an enemy of America. @realDonaldTrump https://t.co/TnEnxt5NTDG",02-28-2016 11:15:10
Twitter for Android,"@ilduce2016: “It is better to live one day as a lion than 100 years as a sheep.” – @realDonaldTrump #MakeAmericaGreatAgain",02-28-2016 11:13:09
Twitter for Android,"@JimmyTheSaint09: @realDonaldTrump @RonnieMemo @ChrisChristie anything is better than @marcorubio",02-28-2016 10:56:19
Twitter for Android,"@fairess369: It is a sad commentary little boy Marco Rubio can't win in his home state. Floridians despise him as a opportunist phony.",02-28-2016 10:55:43
Twitter for Android,"@sprivitor @realDonaldTrump Marco 'Amnesty' Rubio is the front man of Amnesty. https://t.co/D4zXazzbq8 #AlwaysTrump #Trump2016 #TrumpTrain,02-28-2016 10:54:11
Twitter for Android,"@tiarardis: @FoxNews @realDonaldTrump @JudgeJeanine GO TRUMP",02-28-2016 10:49:02
Twitter for Android,"@RonnieMemo: DonaldTrump is a leader. He is a successful person that like me isn’t afraid to tell it like it is." Governor @ChrisChristie,02-28-2016 10:23:47
Twitter for iPhone,We need to fix our broken education system! #StopCommonCore #MakeAmericaGreatAgain Video: https://t.co/xZ1eCJPo8T https://t.co/S8gQ6cibhC,02-28-2016 03:02:08
Twitter for iPhone,THANK YOU Arkansas! Get out &amp; #VoteTrump on Tuesday. We will MAKE AMERICA SAFE &amp; GREAT AGAIN! https://t.co/evoiSpn8PX,02-28-2016 02:13:27
Twitter for iPhone,Incredibly proud of my son @EricTrump &amp; his efforts on behalf of @StJude in Memphis TN. https://t.co/FUWhYKhhNK https://t.co/ZgxukBnQ3k,02-27-2016 22:57:20
Twitter for iPhone,It was an honor to be the Grand Marshall- in the Salute to Israel Parade back in 2004. https://t.co/G7G6HFP0Dh,02-27-2016 22:40:07
Twitter for Android,Just watched lightweight Marco Rubio lying to a small crowd about my past record. He is not as smart as Cruz and may be an even bigger liar,02-27-2016 21:20:48
Twitter for Android,.#RogerStone was just banned by @CNN - their loss! Tough loyal guy.,02-27-2016 17:11:35
Twitter for Android,I started my business with very little and built it into a great company with some of the best real estate assets in the World. Amazing!,02-27-2016 16:08:40
Twitter for Android,I only wish my wonderful father Fred gave me $200 million to start my business like lightweight Rubio says. He didn't - total fabrication!,02-27-2016 16:04:35
Twitter for Android,Fun to watch the Democrats working so hard to win the great State of South Carolina when I just won the Republican version - amazing people!,02-27-2016 15:49:52
Twitter for Android,I am self-funding my campaign and am therefore not controlled by the lobbyists and special interests like lightweight Rubio or Ted Cruz!,02-27-2016 15:25:07
Twitter for Android,Tax experts throughout the media agree that no sane person would give their tax returns during an audit. After the audit no problem!,02-27-2016 15:20:33
Twitter for Android,I unfairly get audited by the I.R.S. almost every single year. I have rich friends who never get audited. I wonder why?,02-27-2016 15:12:47
Twitter for Android,"@NeilTurner_: @realDonaldTrump There's only one real candidate and it's you! Donors control the other candidates! #VoteTrump" Thank you.,02-27-2016 15:05:16
Twitter for Android,I will be on @foxandfriends at 8:30 A.M. Will be talking about lightweight Marco Rubio and lying Ted Cruz!,02-27-2016 13:08:21
Twitter for Android,"@SassyPantsjj: Michigan GOP poll 2/24/2016 Trump 35.5 Rubio 15.0 Cruz 14.3 Kasich 12.8 Carson 8.3 @realDonaldTrump" Wow!,02-27-2016 12:47:25
Twitter for iPhone,Thank you Pastor Robert Jeffress! #MakeAmericaGreatAgain #Trump2016 https://t.co/ndKu8m8RY2,02-27-2016 05:06:27
Twitter for iPhone,"@JerryJrFalwell: A majority of evangelicals believe @realDonaldTrump is best equipped to save the country. #Greta",02-27-2016 04:58:32
Twitter for Android,"@itsblakec: @realDonaldTrump Trump is a genius. Rubio and Cruz are not. I want a brilliant mind to run this country.",02-27-2016 04:53:34
Twitter for Android,"@donnieboysmith: @realDonaldTrump in contrast to Rubio and Cruz you look like a giant. They look terribly weak" Thank you!,02-27-2016 03:08:53
Twitter for iPhone,What I would do on my first day in office. #MakeAmericaGreatAgainWatch: https://t.co/DhANDG8uBd https://t.co/SzdZzYOnDG,02-27-2016 02:08:18
Twitter for iPhone,Thank you Texas! 10000 amazing supporters! #Trump2016 #MakeAmericaGreatAgain https://t.co/T2cBdktPbp,02-26-2016 21:34:21
Twitter for iPhone,Never let them see you sweat! https://t.co/qygVFf6JFF,02-26-2016 21:11:30
Twitter for iPhone,Thank you for your support &amp; friendship- Governor @ChrisChristie!#MakeAmericaGreatAgain #Trump2016 https://t.co/jVI6Q6JH18,02-26-2016 21:07:16
Twitter for iPhone,They don't like Rubio in Florida- he left them high &amp; dry. Doesn't even show up for votes!,02-26-2016 20:52:02
Twitter for iPhone,Lightweight Marco Rubio was working hard last night. The problem is he is a choker and once a choker always a choker! Mr. Meltdown.,02-26-2016 16:38:36
Twitter for iPhone,Wow every poll said I won the debate last night. Great honor!,02-26-2016 16:17:29
Twitter for iPhone,Lightweight choker Marco Rubio looks like a little boy on stage. Not presidential material!,02-26-2016 16:16:14
Twitter for iPhone,Lying Ted Cruz and lightweight choker  Marco Rubio teamed up last night in a last ditch effort to stop our great movement. They failed!,02-26-2016 16:15:06
Twitter for Android,Will be at Fort Worth (Texas) Convention Center at 11:30 A.M. Big crowd - get there early! Big announcement to be made!,02-26-2016 16:07:56
Twitter for Android,Why would the people of Florida vote for Marco Rubio when he defrauded them by agreeing to represent them as their Senator and then quit!,02-26-2016 14:49:40
Twitter for Android,Have a good chance to win Texas on Tuesday. Cruz is a nasty guy not one Senate endorsement and despite talk gets nothing done. Loser!,02-26-2016 14:02:29
Twitter for Android,I will be making a speech at 12:00 in Fort Worth Texas. Really big crowd expected. Will be talking about the debate last night-plus plus!,02-26-2016 13:56:30
Twitter for Android,"@WaltSeher: @realDonaldTrump @morg25016893 @eventbrite yup 200 Polish immigrants were hired by his contractor not Trump",02-26-2016 12:30:24
Twitter for Android,"@MJP1370: @realDonaldTrump Cruz talks about Hillary all the time because he knows he can't beat you ! Trump will win Texas !",02-26-2016 12:29:59
Twitter for Android,"@donell27743094: @realDonaldTrump trump won the debate. Disgusting Rubio said "peed" - is he still in junior high school.",02-26-2016 12:29:42
Twitter for Android,"@tdltdltdltdl:  Marco Cruz and Ted Rubio (easy to get the two politicians confused) looked like desperate panicked DC insiders tonight",02-26-2016 12:28:58
Twitter for Android,"@SkylerDeckard: @realDonaldTrump "that's because you've never hired anyone to do work before" favorite line from tonights debate.",02-26-2016 12:27:33
Twitter for Android,"@restorereality: Tonight you proved to America you are the real deal. You took fire from all sides stayed composed returned fire and WON!,02-26-2016 12:25:39
Twitter for Android,"@Slytle24: @davidaxelrod @realDonaldTrump @CNN he won almost all polls and Mark Halperin gave him an A-,02-26-2016 07:38:29
Twitter for Android,"@Indies4Trump: Vote Early in the #LoneStarState #SuperTuesday @realDonaldTrump will #MakeAmericaGreatAgain https://t.co/GC8kmWFxoM",02-26-2016 07:34:58
Twitter for Android,"@morg25016893:  @eventbrite Also all the things Rubio&amp;Cruz were using for hits just petty. Trump clearly the only one w/all the skills.",02-26-2016 07:33:59
Twitter for iPhone,Big day in Texas tomorrow! Having a rally in Fort Worth. Tremendous crowd. Will be exciting! #Trump2016 https://t.co/JGUopujRIk,02-26-2016 06:55:35
Twitter for iPhone,All the online polls have me winning the debate. I really enjoyed the evening. Not easy but good. https://t.co/sLTmwVVM5I,02-26-2016 06:54:44
Twitter for iPhone,#MakeAmericaGreatAgain #Trump2016 https://t.co/FvIUXMkrjj,02-26-2016 06:52:24
Twitter for iPhone,Thank you! #GOPDebate Polls #MakeAmericaGreatAgain https://t.co/At5vOiLCSy,02-26-2016 06:49:51
Twitter for iPhone,#MakeAmericaGreatAgain!  https://t.co/in4raBhwqa,02-26-2016 06:08:56
Twitter for iPhone,Thank you! WE WILL MAKE AMERICA GREAT AGAIN! #Trump2016 https://t.co/aht7wYVIUg,02-26-2016 05:53:13
Twitter for iPhone,Failed presidential candidate @MittRomney was made to look like a fool by Senator Harry Reid &amp; didn't release his tax returns until 9/21/12.,02-26-2016 05:40:07
Twitter for iPhone,THANK YOU!  #MakeAmericaGreatAgain #Trump2016https://t.co/nvgOPoo5qf https://t.co/0JCjfbcpJZ,02-25-2016 22:16:26
Twitter for Android,FMR PRES of Mexico Vicente Fox horribly used the F word when discussing the wall. He must apologize! If I did that there would be a uproar!,02-25-2016 20:27:15
Twitter for iPhone,Early on Ted Cruz said that if he didn't win South Carolina it's over. He didn't win- and lost to me in a landslide!,02-25-2016 18:58:03
Twitter for iPhone,Thank you Illinois! #Trump2016 https://t.co/Ol0u2Krkwc,02-25-2016 17:49:48
Twitter for iPhone,Join me in Oklahoma tomorrow night!#MakeYoutubeGreatAgain #Trump2016https://t.co/sUTcDoip3C,02-25-2016 17:41:26
Twitter for iPhone,I'm going to do what @MittRomney was totally unable to do- WIN!,02-25-2016 16:44:52
Twitter for iPhone,LETS MAKE AMERICA GREAT AGAIN!Schedule &amp; tickets: https://t.co/nU39QHzxxX https://t.co/GUQo1TMsMo,02-25-2016 16:41:37
Twitter for iPhone,Signing a recent tax return- isn't this ridiculous? https://t.co/UdwqF4iZIZ,02-25-2016 16:35:12
Twitter for iPhone,Just for your info tax returns have 0 to do w/ someone’s net worth. I have already filed my financial statements w/ FEC. They are great!,02-25-2016 16:22:44
Twitter Web Client,Why doesn’t @MittRomney just endorse @marcorubio already.Should have done it before NH or Nevada where he had a little sway. Too latenow!,02-25-2016 16:05:01
Twitter for Android,Mitt Romney who was one of the dumbest and worst candidates in the history of Republican politics is now pushing me on tax returns. Dope!,02-25-2016 12:34:11
Twitter for iPhone,Great new poll. Thank you Texas! #VoteTrump #MakeAmericaGreatAgain https://t.co/VHqAvsIyuW,02-25-2016 04:07:19
Twitter for Android,"@ChatteringTeef: @BornToBeGOP @realDonaldTrump @MittRomney hates to see Trump's success when he was so pathetic,02-25-2016 03:34:39
Twitter for Android,"@classyexplorer:  @ahernandez85a Romney is a pawn of the Establishment and has no individual thought process. He is jealous of Trump!",02-25-2016 02:51:16
Twitter for Android,"@conservativevin:  @ahernandez85a Romney should have been a tough guy with Obama. He cowered and lost. BADLY! He's not relevant!",02-25-2016 02:43:42
Twitter for Android,"@Stevekwebb: @realDonaldTrump Love it! @tedcruz is done. We need someone who is proven. @realDonaldTrump will make America Great Again",02-25-2016 02:25:50
Twitter for Android,"@Ausbiz: @realDonaldTrump Trump is so impressive and no other politician has his passion &amp; energy to #MakeAmericaGreatAgain,02-25-2016 02:24:34
Twitter for Android,"@HosierN: @foxnewspolitics A vote for @tedcruz or @marcorubio is a vote for corruption special interests and lobbyists. Trump for POTUS!,02-25-2016 02:22:54
Twitter for Android,"@ahernandez85a: @realdonaldtrump Mr Tough Guy Romney should be backing Trump like Trump backed him last time #NoLoyalty",02-25-2016 02:21:38
Twitter for Android,Ted Cruz is lying again. Polls are showing that I do beat Hillary Clinton head to head. Check out https://t.co/45g7qpxq7T Poll snd Q Poll.,02-25-2016 02:20:19
Twitter for iPhone,Texas Georgia &amp; many more VOTE EARLY! This is a movement!#Trump2016 VOTE VIDEO: https://t.co/LWeckhLWNv https://t.co/o93j0A0BIR,02-25-2016 01:47:30
Twitter for Android,"@GriceCindy: That's why we are angry. The Republican Establishment will not support you. You are who the American people want!",02-25-2016 01:36:01
Twitter for Android,"@ddpick18: @realDonaldTrump This Texan will be voting Trump March 1st. Cruz is a fake Texan!",02-25-2016 01:11:02
Twitter for Android,.@RepChrisCollins  Chris thank you so much for your wonderful endorsement. I will not let you down! @CNN,02-25-2016 01:08:05
Twitter for Android,When Ted Cruz quits the race and the field begins to clear I will get most of his votes - no problem!,02-24-2016 23:49:15
Twitter for Android,Why would Texans vote for "liar" Ted Cruz when he was born in Canada lived there for 4 years-and remained a Canadian citizen until recently,02-24-2016 23:45:06
Twitter for Android,When Mitt Romney asked me for my endorsement last time around he was so awkward and goofy that we all should have known he could not win!,02-24-2016 23:26:19
Twitter for Android,"@Ward_II: Oh great @MittRomney is doing a @SenatorReid on @realDonaldTrump like losing the presidency wasn't enough #Trump2016" He's a fool,02-24-2016 23:14:39
Twitter for Android,Mitt Romneywho totally blew an election that should have been won and whose tax returns made him look like a fool is now playing tough guy,02-24-2016 23:13:15
Twitter for Android,The polls show that I picked up many Jeb Bush supporters. That is how I got to 46%. When others drop out I will pick up more.  Sad but true,02-24-2016 21:36:35
Twitter for iPhone,MAKE AMERICA GREAT AGAIN! https://t.co/IVSR0hmh5g,02-24-2016 18:31:36
Twitter for iPhone,In all of television- the only one who said anything bad about last nights landslide victory-- was dopey @KarlRove. He should be fired!,02-24-2016 18:27:44
Twitter for iPhone,I am in Virginia @RegentU Presidential forum with Dr. Pat Robertson- beginning now! Watch here: https://t.co/LgucYLxFgG,02-24-2016 17:14:20
Twitter for iPhone,I am self funding my campaign &amp; don't owe anybody anything! I only owe it to the American people! #Trump2016Watch: https://t.co/fUzX92RYIm,02-24-2016 17:03:43
Twitter for Android,.@USATODAY Poll and @QuinnipiacPoll say that I beat both Hillary and Bernie and I havn't even started on them yet!,02-24-2016 16:12:50
Twitter for Android,Big defeat last night in Nevada for Ted Cruz and Marco Rubio. @KarlRove on @FoxNews is working hard to belittle my victory. Rove is sick!,02-24-2016 16:09:46
Twitter for Android,@MELANIATRUMP did great on television this morning. Poised smart and strong with a big heart - so much to offer. We are all proud of you!,02-24-2016 15:43:13
Twitter for Android,Melania will be interviewed by @morningmika on @Morning_Joe now (8:30 A.M.). ENJOY!,02-24-2016 13:24:58
Twitter for iPhone,THANK YOU NEVADA!#Trump2016 #MakeAmericaGreatAgain@Snapchat! Username: realdonaldtrump https://t.co/e0HX1zekX8 https://t.co/uVBGpXzICo,02-24-2016 06:25:53
Twitter for iPhone,THANK YOU NEVADA! WE WILL MAKE AMERICA SAFE &amp; GREAT AGAIN! https://t.co/ClAnLIg0AD https://t.co/zVvyVCIaD4,02-24-2016 05:41:02
Twitter for Android,Make sure you get on the Trump line and are not mislead by the Cruz people. They are bad! BE CAREFUL.,02-24-2016 02:00:18
Twitter for iPhone,Exclusive interview w/ my wife @MELANIATRUMP- tomorrow morning @ 8amE on @Morning_Joe w/ @morningmika @MSNBC. Enjoy! https://t.co/FQSEKWxnwj,02-24-2016 01:56:15
Twitter for Android,GO VOTE FROM NOW TO 8:30 P.M. NEVADA. I WILL BE AT VARIOUS CAUCUS SITES. MAKE AMERICA GREAT AGAIN!,02-24-2016 01:52:32
Twitter for Android,My wife Melania will be on @Morning_Joe  tomorrow morning at 8:00. Interviewed by @morningmika - Enjoy!,02-24-2016 01:45:21
Twitter for iPhone,Thank you Sparks Nevada!#VoteTrumpNV #NevadaCaucus Finder: https://t.co/Ryp3DwNe0uhttps://t.co/n74lmDoRQO https://t.co/sO5h9LmIMg,02-23-2016 23:14:16
Twitter for iPhone,Club for Growth is the group that came to my office seeking $1 million dollars. I told them no and now they are doing negative ads.,02-23-2016 23:08:48
Twitter for Android,Great. Just reported on @FoxNews that many people who supported @JebBush are now supporting me. I knew that would happen pundits didn't!,02-23-2016 18:12:51
Twitter for Android,Wow great Ohio poll. Shows me leading by 5 points beating K!,02-23-2016 17:16:42
Twitter for Android,Unlike the other Republican candidates I will be in Nevada all day and night - I won't be fleeing in and out. I love &amp; invest in Nevada!,02-23-2016 17:11:30
Twitter for iPhone,Join us in Sparks Nevada today! #NevadaCaucus #VoteTrumpNV https://t.co/5DyhPftng9,02-23-2016 16:46:06
Twitter for Android,"@StevenMeyers11: @Vogelsong1 @EdRollins @FoxNews Ed Rollins is the only one of those people that understands process &amp; gets it right",02-23-2016 15:50:00
Twitter for Android,I am growing the Republican Party tremendously - just look at the numbers way up! Democrats numbers are significantly down from years past.,02-23-2016 15:47:08
Twitter for Android,"@jojo2foxy: TRUMP IS UNSTOPPABLE....HE IS WHAT COMMON SENSE AMERICANS WANT WHETHER REPUBLICAN INDEPENDENT OR A REAGAN DEMOCRAT.,02-23-2016 15:38:24
Twitter for Android,"@Vogelsong1: @EdRollins gets it. Was just on @FoxNews explaining how Trump wins the general election."  Thank you Ed!,02-23-2016 15:36:47
Twitter for Android,Ted Cruz lifts the Bible high into the air and then lies like a dog-over and over again! The Evangelicals in S.C. figured him out &amp; said no!,02-23-2016 15:15:55
Twitter for Android,Ted Cruz does not have the right "temperment" to be President. Look at the way he totally panicked in firing his director of comm. BAD!,02-23-2016 15:07:26
Twitter for Android,Wow was Ted Cruz disloyal to his very capable director of communication. He used him as a scape goat-fired like a dog! Ted panicked.,02-23-2016 14:40:53
Twitter for Android,Ted Cruz only talks tough on immigration now because he did so badly in S.C. He is in favor of amnesty and weak on illegal immigration.,02-23-2016 14:37:10
Twitter for iPhone,THANK YOU LAS VEGAS NEVADA!#NevadaCaucus #VoteTrumpNVhttps://t.co/cZlNRrFtW3 https://t.co/scdxT24Dye,02-23-2016 05:19:29
Twitter for iPhone,Join me live- now in Las Vegas Nevada! We will MAKE AMERICA SAFE &amp; GREAT AGAIN! #VoteTrumpNV #NevadaCaucus https://t.co/IW9s9noxDT,02-23-2016 03:51:04
Twitter for Android,Ted Cruz said on @oreillyfactor that illegals sent out of country by my administration would come right back as citizens. Another lie-crazy!,02-23-2016 02:31:20
Twitter for Android,A big fat hit job on @oreillyfactor tonight. A total waste of time to watch boring and biased. @brithume said I would never run a dope!,02-23-2016 02:27:20
Twitter for Android,Great Town Hall tonight at 10:00 P.M. (Eastern) conducted by @seanhannity on @FoxNews,02-23-2016 02:19:01
Twitter for iPhone,Thank you Vermont! #VoteTrumpVT https://t.co/8KGOpqDb9t,02-23-2016 01:44:02
Twitter for iPhone,Thank you Michigan! #VoteTrumpMITrump 35%Kasich 17%Cruz 12%Rubio 12%Carson 9% Via: ARG,02-23-2016 01:37:52
Twitter for iPhone,Great poll! Thank you North Carolina! #VoteTrumpNC on 3/15!Trump 36%Cruz 18%Rubio 18%Carson 10%Kasich 7%Via @SurveyUSA,02-23-2016 01:34:44
Twitter for iPhone,WOW! Thank you Massachusetts! See you soon. #VoteTrumpMAhttps://t.co/mNbDUPrEeh,02-23-2016 01:29:26
Twitter for Android,Just watched the very incompetent Mitt Romney Campaign Strategist Stuart Stevens. Now I know why Mitt lost so badly. Stevens is a clown!,02-23-2016 01:29:02
Twitter for iPhone,Thank you Illinois! Great news! #VoteTrumpIL on 3/15!Trump 28%Cruz 15%Rubio 14%Kasich 13%Bush 8%Carson 6%Simon Poll/SIU,02-23-2016 01:24:27
Twitter for Android,I will be on @seanhannity tonight- from Las Vegas Nevada at 10pmE. Enjoy! #Hannity #Trump2016 https://t.co/mx5rxf4oHl,02-23-2016 00:19:37
Twitter for Android,Ted Cruz should be disqualified from his fraudulent win in Iowa. Weak RNC and Republican leadership probably won't let this happen! Sad.,02-22-2016 21:11:17
Twitter for Android,Just saw the phony ad by Cruz - totally false more dirty tricks. He got caught in so many lies - is this man crazy?,02-22-2016 21:06:25
Twitter for Android,Ted Cruz has now apologized to Marco Rubio and Ben Carson for fraud and dirty tricks. No wonder he has lost Evangelical support!,02-22-2016 20:55:16
Twitter for Android,Ted Cruz has been playing an ad about me that is so ridiculously false - no basis in fact. Take ad down Ted. Biggest liar in politics!,02-22-2016 20:50:18
Twitter for Android,Wow Ted Cruz falsely suggested Marco Rubio mocked the Bible and was just forced to fire his Communications Director. More dirty tricks!,02-22-2016 20:44:02
